,clean_tweet,label,agreement
1642,"('measles', 'party', 'tacky')",0.0,1.0
863,"('thats', 'interesting', 'way', 'people', 'vaccinate', 'kids')",0.0,0.6666666666666666
5470,"('hope', 'measles')",0.0,1.0
8677,"('milwaukee', 'mayor', 'urges', 'community', 'step', 'vaccinated', 'free', 'clinics', 'doctors', 'public', 'health', 'officials')",1.0,0.6666666666666666
4454,"('back', 'nyc', 'ian', 'better', 'mmr')",0.0,1.0
2494,"('hope', 'patriots', 'go', 'disneyland', 'measles')",0.0,1.0
9369,"('vaccines', 'cause', 'autism')",1.0,1.0
6987,"('mmr', 'bq', 'wmmr')",0.0,1.0
1951,"('unreported', 'measles', 'exposure', 'patients', 'health', 'center', 'mesa', 'exposed', 'measles', 'nine', 'days', 'date')",0.0,1.0
5582,"('child', 'isnt', 'vaccinated', 'please', 'right', 'thing', 'keep', 'hell', 'away')",1.0,1.0
4600,"('childrens', 'vaccines', 'restricted', 'county', 'health', 'district', 'via')",-1.0,0.6666666666666666
8624,"('girl', 'next', 'probably', 'thinks', 'im', 'planning', 'kill', 'someone', 'considering', 'im', 'googling', 'death', 'vaccinations')",0.0,0.6666666666666666
980,"('holy', 'crap', 'idea', 'rt', 'shot', 'scar', 'childhood', 'still', 'need')",0.0,1.0
3609,"('youre', 'psychotic', 'vaccinating', 'kids')",1.0,1.0
343,"('thats', 'always', 'carry', 'raincoatsometimes', 'measles', 'umbrella', 'wont', 'cut', 'hope', 'everything', 'works')",0.0,0.6666666666666666
1334,"('lol', 'im', 'sure', 'likeimmunity', 'defense', 'getting', 'sick', 'kiddies', 'thats', 'needs', 'flow', 'pipes')",0.0,1.0
4803,"('worried', 'measles', 'disney', 'blame', 'low', 'vaccination', 'rates', 'boston', 'childrens', 'hospital', 'researcher')",0.0,0.6666666666666666
8330,"('luke', 'greeves', 'red', 'cross', 'partners', 'vaccinated', 'billion', 'kids', 'measles')",1.0,1.0
4956,"('people', 'believe', 'want', 'believe', 'makes', 'sense', 'j', 'mellencamp', 'vaccinate', 'kids')",1.0,1.0
8518,"('said', 'will', 'living', 'breathing', 'measles', 'dissertation', 'done', 'awkward', 'pub', 'health', 'faux', 'pas')",0.0,1.0
3652,"('dont', 'want', 'vaccinate', 'children', 'home', 'school')",1.0,1.0
9410,"('seatac', 'airport', 'jan', 'may', 'exposed', 'measles', 'seattle', 'public', 'health', 'officials', 'said')",0.0,1.0
1613,"('risks', 'vaccine', 'outweigh', 'benefits', 'think')",-1.0,0.6666666666666666
5066,"('delaware', 'house', 'passes', 'mental', 'health', 'study', 'group', 'consensus', 'involving', 'immunity', 'provision', 'hour', 'detainments')",0.0,1.0
2744,"('kid', 'screaming', 'doctors', 'office', 'helping', 'annas', 'fear', 'getting', 'immunizations')",0.0,0.6666666666666666
2909,"('crazy', 'kids', 'allowed', 'school', 'simply', 'parents', 'signing', 'waiver', 'immunizations', 'puts', 'everyone', 'risk')",1.0,0.6666666666666666
1235,"('going', 'go', 'take', 'effing', 'shots', 'yellowfever', 'smallpox', 'measles', 'hep', 'b', 'malaria', 'two', 'others', 'things', 'go', 'exotic', 'lands')",1.0,0.6666666666666666
2074,"('somehow', 'found', 'spare', 'minutes', 'away', 'mmr', 'posts', 'readings')",0.0,1.0
9375,"('pasadena', 'family', 'upset', 'monthold', 'baby', 'contracts', 'measles', 'pasadena', 'family', 'upset', 'monthold')",0.0,0.6666666666666666
3689,"('recent', 'cdc', 'memo', 'states', 'tb', 'testing', 'amp', 'immunizations', 'done', 'holding', 'stations', 'lie')",0.0,1.0
5130,"('measles', 'arizona', 'wonderful')",0.0,1.0
3732,"('whats', 'mmr')",0.0,0.6666666666666666
1450,"('remember', 'said', 'annoys', 'parents', 'dont', 'vaccinate', 'children', 'yeah', 'now', 'everyone', 'risk')",1.0,1.0
9810,"('update', 'rt', 'cases', 'highest', 'level', 'nearly', 'years', 'reports')",0.0,1.0
6805,"('health', 'care', 'centers', 'across', 'boston', 'will', 'offering', 'free', 'vaccines', 'anyone', 'hasnt', 'yet', 'immunized')",1.0,0.6666666666666666
2420,"('aids', 'vaccine', 'created', 'oregon', 'health', 'amp', 'science', 'university', 'may', 'clear', 'virus', 'body')",1.0,0.6666666666666666
2293,"('mckinney', 'offers', 'free', 'immunizations', 'uninsured', 'children', 'appointment', 'necessary', 'bring', 'copy')",1.0,0.6666666666666666
8540,"('dont', 'wish', 'harm', 'anyone', 'kid', 'gets', 'measles', 'youre', 'anti', 'vax', 'idiot', 'relish', 'pain')",1.0,1.0
3767,"('california', 'measles', 'cases', 'reach', 'dept', 'public', 'health', 'officials', 'say', 'shit')",0.0,0.6666666666666666
257,"('passed', 'chex', 'exams', 'got', 'vaccinated', 'amp', 'tested', 'cant', 'wait', 'uniformamp', 'placed')",1.0,1.0
9464,"('health', 'officials', 'issue', 'warning', 'measles', 'case', 'confirmed', 'nj', 'health', 'officials', 'new', 'jersey', 'issuing')",0.0,1.0
4427,"('mississippi', 'nearly', 'rate', 'highest', 'infant', 'mortality', 'rate', 'usa')",-1.0,0.3333333333333333
1108,"('check', 'episode', 'fda', 'never', 'tested', 'mercury', 'vaccines', 'responsible', 'wow')",0.0,1.0
9210,"('scctapp', 'construes', 'residential', 'stand', 'ground', 'immunity', 'exclude', 'killing', 'invited', 'guest')",0.0,1.0
9959,"('warning', 'baby', 'measles', 'public', 'places', 'prompting', 'warning', 'local', 'health', 'officials')",0.0,0.6666666666666666
9330,"('vaccination', 'torture', 'involves', 'needles', 'needles', 'scary', 'dont', 'torture', 'kids', 'stop', 'vaccination')",-1.0,1.0
493,"('columbia', 'health', 'department', 'plans', 'holding', 'community', 'clinics', 'long', 'type', 'vaccination')",0.0,0.6666666666666666
2729,"('new', 'chickenpox', 'vaccine', 'requirement', 'high', 'schoolers', 'year')",0.0,0.6666666666666666
5755,"('repostapp', 'mmr', 'family', 'back')",0.0,1.0
4225,"('ugh', 'teacher', 'pulls', 'aside', 'one', 'time', 'asks', 'switch', 'mmr', 'might', 'deal', 'peer', 'pressure')",0.0,1.0
7606,"('made', 'poignant', 'fact', 'longer', 'endemic', 'us', 'step', 'backwards')",0.0,0.6666666666666666
9324,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health', 'yayyyyyyy')",0.0,1.0
9564,"('link', 'betw', 'vaccines', 'amp', 'autism', 'link', 'betw', 'iraq', 'war', 'amp', 'success')",1.0,0.6666666666666666
8068,"('record', 'low', 'cases', 'gt', 'endemic', 'measles', 'aint', 'bean', 'bag')",0.0,0.6666666666666666
5876,"('lost', 'son', 'vaccinepreventable', 'disease', 'yo', 'now', 'shes', 'making', 'sure', 'kids')",1.0,0.6666666666666666
8122,"('tarrant', 'county', 'measles', 'cases', 'linked', 'church', 'members', 'missionary', 'trip', 'tarrant', 'county')",0.0,1.0
1863,"('measles', 'cases', 'spiked', 'last', 'years', 'thats', 'vaccinate')",1.0,1.0
492,"('conn', 'expanding', 'childhood', 'vaccination', 'program', 'hartford', 'conn', 'ap', 'connecticut', 'department', 'public', 'health')",0.0,0.6666666666666666
449,"('youre', 'really', 'gonna', 'let', 'inject', 'virus', 'dont', 'contract', 'virus', 'vaccines', 'safe')",-1.0,1.0
2790,"('hard', 'data', 'needed', 'support', 'vaccine', 'safety', 'question', 'vaccines', 'beneficial', 'roundup', 'likely')",1.0,1.0
445,"('fear', 'free', 'visits', 'involve', 'food', 'mischief', 'baby', 'food', 'gave', 'vaccines')",1.0,0.6666666666666666
7767,"('great', 'story', 'measles', 'vaccine', 'attacks', 'cancer', 'landmark', 'study', 'via', 'browser')",1.0,0.6666666666666666
9242,"('im', 'gonna', 'tell', 'live', 'life', 'really', 'vaccinate', 'child', 'safety')",1.0,1.0
388,"('everything', 'carries', 'risk', 'benefit', 'comes', 'higher', 'form', 'questions', 'asked')",1.0,1.0
9347,"('mmr', 'requires', 'booster', 'point', 'though', 'may', 'gotten', 'kid')",1.0,0.6666666666666666
6117,"('two', 'cases', 'measles', 'northeastern', 'central', 'pa', 'common', 'disease', 'now', 'amp', 'vaccination', 'enough')",0.0,0.6666666666666666
8450,"('measles', 'sense', 'mean', 'wish', 'happy', 'birthday', 'people', 'hate')",0.0,1.0
8908,"('vaccinated', 'kid', 'went', 'day', 'sunday', 'fine', 'anytime', 'saw', 'even', 'one', 'measel', 'punched', 'face')",1.0,0.6666666666666666
7007,"('thanks', 'completely', 'better', 'yesterday', 'every', 'person', 'thinks', 'measles', 'crazy', 'humans')",0.0,1.0
7475,"('click', 'link', 'donate', 'measles', 'initiative', 'proceeds', 'go', 'directly', 'american', 'red', 'cross')",0.0,0.6666666666666666
5422,"('people', 'complain', 'live', 'longer', 'complaining', 'releases', 'tension', 'increases', 'immunity', 'boosting', 'health')",0.0,1.0
8003,"('thats', 'ur', 'mantravaccines', 'safe', 'amp', 'effective', 'anyone', 'disagrees', 'antiscience', 'repeat')",1.0,1.0
5354,"('three', 'healthy', 'vaccinated', 'children', 'saving', 'lives', 'cant', 'work')",1.0,1.0
296,"('refuse', 'vaccinate', 'kid', 'think', 'increases', 'risk', 'developing', 'autism', 'really', 'dumb', 'real')",1.0,1.0
5163,"('vaccinate', 'rugrats', 'please', 'rt', 'measles', 'outbreaks', 'spark', 'fears', 'return', 'disease')",1.0,1.0
8530,"('horrorgtneurotoxic', 'vaccines')",-1.0,0.6666666666666666
2897,"('vaccine', 'truth')",0.0,0.6666666666666666
4036,"('sti', 'hunter', 'college', 'north', 'building')",1.0,0.6666666666666666
1809,"('wait', 'mean', 'another', 'totally', 'preventable', 'disease', 'spreading', 'california', 'losing', 'herd', 'immunity')",0.0,1.0
6350,"('go', 'ahead', 'americalisten', 'great', 'scientific', 'minds', 'jenny', 'mccarthy', 'avoid', 'getting', 'children', 'vaccinated')",1.0,1.0
1420,"('mean', 'standard', 'give', 'mmr')",0.0,0.6666666666666666
7025,"('measles', 'contagious', 'person', 'people', 'close', 'person')",0.0,1.0
3958,"('glad', 'hipster', 'free', 'zone', 'dont', 'want', 'measles')",0.0,1.0
5975,"('malachi', 'didnt', 'iti', 'suspect', 'carrierbabies', 'weird', 'immunities', 'eli', 'almost', 'better')",0.0,1.0
5835,"('getting', 'vaccinations', 'upcoming', 'trip', 'africa', 'yellow', 'fever', 'malaria', 'come', 'passport', 'health')",1.0,1.0
6385,"('oh', 'dear', 'found', 'source', 'disneyland', 'measles', 'outbreak')",0.0,1.0
6729,"('parents', 'refuse', 'vaccinate', 'kids', 'though', 'comical', 'except', 'theyre', 'bringing', 'back', 'diseases', 'eradicated', 'years', 'ago')",1.0,0.6666666666666666
8369,"('ca', 'commuters', 'students', 'warned', 'might', 'measles', 'cnn', 'simply', 'sitting', 'train', 'classroom')",0.0,1.0
6586,"('city', 'milwaukee', 'offers', 'measles', 'immunization', 'clinics', 'chicago', 'suburb', 'alert', 'cases', 'measles')",1.0,0.6666666666666666
9934,"('proud', 'parent', 'autistic', 'child', 'believes', 'vaccinations', 'thank', 'part')",1.0,1.0
6922,"('access', 'fitchburg', 'school', 'limited', 'amid', 'measles', 'scare', 'read', 'neighbors')",0.0,1.0
8766,"('perry', 'right', 'requiring', 'hpv', 'vaccine', 'schools', 'follow', 'suit', 'view')",1.0,1.0
6695,"('will', 'never', 'vaccinate', 'child')",-1.0,1.0
9849,"('im', 'open', 'pretty', 'much', 'opinions', 'dont', 'vaccinate', 'kids', 'youre', 'utter', 'scum')",1.0,1.0
9508,"('measles', 'outbreak', 'traced', 'back', 'single', 'unvaccinated', 'child')",1.0,0.6666666666666666
8190,"('cdc', 'urges', 'measles', 'vaccinations', 'amid', 'disneyland', 'outbreak')",0.0,0.6666666666666666
581,"('vaccine', 'gone', 'wouldnt', 'drumming', 'fear', 'vaccine', 'ready', 'test', 'sat', 'shelf')",1.0,1.0
9559,"('olentangy', 'schools', 'keep', 'students', 'lack', 'mumps', 'vaccination', 'five', 'olentangy', 'local', 'schools', 'students', 'will', 'stay')",0.0,0.6666666666666666
5943,"('st', 'adult', 'flurelated', 'death', 'reported', 'dallas', 'county', 'patient', 'receives', 'flu', 'vaccine', 'credit', 'fred')",1.0,0.6666666666666666
5471,"('simple', 'kids', 'getting', 'vaccinated', 'dont', 'let', 'schools', 'daycare', 'board', 'dogs')",1.0,1.0
6256,"('vaccine', 'pharmaceutical', 'sales', 'representative', 'inventivhealth', 'houston', 'tx')",0.0,0.6666666666666666
4703,"('according', 'cdc', 'vaccine', 'manufacturer', 'tdap', 'supposed')",0.0,0.6666666666666666
860,"('foe', 'wtf', 'measles')",0.0,1.0
7460,"('want', 'refund', 'kids', 'flu', 'vaccine', 'screw', 'cdc')",-1.0,1.0
153,"('hmcheck', 'wounds', 'may', 'infection', 'vaccines', 'arent', 'date', 'may', 'disease', 'regardless', 'bring', 'vet')",0.0,0.6666666666666666
760,"('mrc', 'fayette', 'co', 'health', 'dept', 'rabies', 'vaccination', 'clinic', 'fire', 'station', 'big', 'house', 'headquarters')",0.0,1.0
9228,"('parents', 'refusing', 'vaccinate', 'children', 'brought', 'back', 'measles', 'whooping', 'cough', 'tuberculosis', 'socal')",1.0,0.6666666666666666
4517,"('around', 'sound', 'solve', 'problem', 'via')",1.0,1.0
170,"('double', 'blind', 'studies', 'showing', 'work')",-1.0,1.0
8684,"('hopefully', 'caught', 'tool', 'workforce', 'block', 'mmr')",0.0,1.0
6509,"('o', 'write', 'pager', 'vaccine', 'safety', 'wtf', 'know', 'nothing')",0.0,0.6666666666666666
5997,"('measles', 'broke', 'palisades', 'going', 'time', 'soon')",0.0,1.0
7828,"('medical', 'school', 'u', 'go', 'feverishessly', 'looking', 'vaccine', 'ebola', 'spread', 'whats', 'ur', 'remedy')",0.0,0.6666666666666666
7650,"('disease', 'come', 'unvaccinated', 'child', 'produce', 'disease', 'vaccinated', 'child')",-1.0,1.0
8420,"('bottom', 'line', 'measles', 'eradicated', 'us', 'now', 'back', 'vaccinated')",1.0,1.0
8214,"('mmr', 'redone', 'bc', 'one', 'didnt', 'show', 'blood', 'test', 'mgoodnow', 'bc', 'mandate', 'though')",1.0,0.6666666666666666
9006,"('want', 'freedom', 'vaccinate', 'kids', 'tough', 'shit', 'want', 'maintain', 'arsenal', 'automatic', 'weapons', 'thats', 'bad')",1.0,1.0
848,"('ap', 'disney', 'gave', 'input', 'measles', 'health', 'messages', 'measles', 'outbreak', 'spread', 'last', 'month', 'disneyland', 'executives')",0.0,1.0
4355,"('id', 'rather', 'disneyland', 'getting', 'measles', 'rn')",0.0,1.0
8743,"('screw', 'ebola', 'another', 'fear', 'tactic', 'scare', 'people', 'vaccinations', 'ill', 'pass', 'aint', 'truth')",-1.0,0.6666666666666666
7221,"('hb', 'new', 'public', 'health', 'safety', 'providing', 'immunity', 'prosecution', 'drugrelated', 'offenses', 'certai')",0.0,1.0
4748,"('ill', 'take', 'vaccinations', 'amp', 'wont', 'give', 'kids')",1.0,1.0
2143,"('waiting', 'immunized', 'tb', 'im', 'scared', 'bc', 'needles', 'actual', 'worst', 'srsly', 'im', 'rly', 'scared', 'feel', 'im', 'awaiting', 'death', 'rn')",1.0,0.6666666666666666
2600,"('now', 'people', 'will', 'inoculate', 'children', 'now', 'measles', 'spreading', 'badly')",1.0,1.0
393,"('im', 'asking', 'bring', 'awareness', 'hpv', 'vaccine', 'usually', 'hpv', 'harmless', 'chance', 'cause', 'cervical', 'cancer')",1.0,0.6666666666666666
5239,"('health', 'officials', 'warn', 'possible', 'measles', 'exposure', 'delaware', 'philadelphia', 'counties', 'pennsylvania')",0.0,1.0
5775,"('rt', 'parents', 'allowed', 'choose', 'whether', 'vaccinate', 'kids')",0.0,1.0
9483,"('yall', 'better', 'keepin', 'measles', 'virginia', 'im', 'sayin')",0.0,0.6666666666666666
368,"('whenever', 'encounter', 'antivaccination', 'person', 'list', 'things', 'likely', 'cause', 'autism', 'never', 'give')",1.0,1.0
2535,"('kids', 'literally', 'unable', 'vaccinated', 'vaccinating', 'many', 'kids', 'protect', 'cant')",1.0,1.0
1896,"('number', 'measles', 'cases', 'amp', 'people', 'getting', 'vaccinated', 'growing', 'north', 'texas', 'cbs', 'news', 'measles')",1.0,0.6666666666666666
3597,"('theres', 'interview', 'tv', 'girl', 'doesnt', 'wanna', 'risk', 'vaccinating', 'child', 'modern', 'medicine', 'cure', 'measles')",1.0,0.6666666666666666
5156,"('sb', 'update', 'child', 'protective', 'services', 'providing', 'definitions', 'immunity', 'liability')",0.0,1.0
6959,"('senior', 'pinning', 'pictures', 'tomorrow', 'naturally', 'face', 'looks', 'measles', 'photoshop', 'better', 'point')",0.0,1.0
3182,"('right', 'vaccinate', 'children', 'right', 'send', 'school', 'way')",1.0,1.0
3081,"('braindamaged', 'victims', 'swine', 'flu', 'vaccine', 'win', 'million', 'lawsuit', 'via')",-1.0,1.0
5009,"('yes', 'rush', 'children', 'vaccinated', 'incl', 'white', 'kids', 'cool', 'amp', 'trendy', 'antivax', 'movement')",1.0,1.0
3995,"('pizza', 'slice', 'insulted', 'whatttt', 'happened', 'pizza', 'slice', 'someone', 'called', 'pyramid', 'measles')",0.0,1.0
9718,"('rockets', 'astros', 'win', 'today', 'today', 'got', 'mmr', 'vaccination', 'coincidence', 'sure', 'im', 'glad', 'im', 'overly', 'superstitious')",1.0,0.6666666666666666
5157,"('ethiopia', 'members', 'able', 'immunize', 'children', 'polio')",1.0,1.0
3513,"('non', 'vaccinated', 'people', 'still', 'put', 'children', 'risk', 'vaccines', 'given', 'given', 'yrs')",1.0,1.0
816,"('cases', 'importassociated', 'meaning', 'cases', 'likely', 'exposed', 'traveling', 'country', 'measles', 'endemic')",0.0,1.0
3073,"('lay', 'cold', 'flu', 'will', 'risk', 'immunity', 'one', 'kiss')",0.0,1.0
7892,"('austerity', 'vaccine', 'crisis', 'parasite', 'pandemic', 'potential', 'drains', 'life', 'killing', 'slowly')",0.0,0.6666666666666666
1232,"('wheres', 'bitch', 'thats', 'tellin', 'everyone', 'measles', 'thatll', 'cause', 'twitter', 'fight')",0.0,1.0
603,"('scary', 'think', 'disease', 'will', 'make', 'comeback')",1.0,0.6666666666666666
6347,"('moorpark', 'college', 'warns', 'students', 'staff', 'possible', 'measles', 'exposure')",0.0,1.0
9764,"('cdc', 'record', 'year', 'measles', 'california', 'cases')",0.0,1.0
359,"('timely', 'ny', 'health', 'dept', 'measles', 'patient', 'boarded', 'amtrak', 'train', 'penn', 'station')",0.0,0.6666666666666666
7660,"('wondering', 'peoples', 'opinions', 'vaccines')",0.0,1.0
3315,"('drowningif', 'truly', 'hate', 'measles', 'rhubarb', 'gop', 'etc', 'please', 'help')",0.0,1.0
4445,"('damn', 'parents', 'make', 'lame', 'excuses', 'vaccinate', 'children', 'damn', 'limbo')",1.0,1.0
2991,"('statement',)",1.0,1.0
1846,"('shouldnt', 'end', 'discussion', 'rt', 'even', 'isis', 'supports', 'getting', 'kids', 'vaccinated')",1.0,1.0
5880,"('child', 'dies', 'every', 'secs', 'vaccinepreventable', 'disease', 'works', 'give', 'every', 'child', 'shot', 'life')",1.0,1.0
5400,"('personal', 'statement', 'nearly', 'died', 'age', 'knew', 'kids', 'die', 'please', 'please', 'vaccinate', 'children')",1.0,1.0
6635,"('oh', 'rt', 'australia', 'cut', 'benefits', 'parents', 'dont', 'vaccinate', 'children')",1.0,1.0
7924,"('terrifying', 'millennials', 'thinks', 'vaccines', 'cause', 'autism')",0.0,0.6666666666666666
4077,"('inform', 'urself', 'vaccines', 'cause', 'diseases', 'facts', 'pseudoscience')",1.0,0.6666666666666666
587,"('usssas', 'come', 'bat', 'measles', 'benefiting', 'american', 'heart', 'association', 'lexington', 'quickly', 'filling', 'call', 'carrie')",0.0,0.6666666666666666
90,"('ty', 'fought', 'hard', 'vaccinate', 'kids', 'yrs', 'peoples', 'judgements', 'dont', 'hurt', 'smart')",-1.0,0.6666666666666666
7418,"('parents', 'dont', 'vaccinate', 'kids', 'dumbest')",1.0,0.6666666666666666
5585,"('children', 'vaccinated')",1.0,0.6666666666666666
2786,"('forgot', 'cara', 'tell', 'young', 'adults', 'watch', 'measles', 'outbreak', 'orl', 'dis', 'area', 'cases')",0.0,1.0
1847,"('necessity', 'rt', 'disneyland', 'measles', 'outbreak', 'will', 'likely', 'lead', 'tougher', 'laws')",0.0,0.6666666666666666
5475,"('university', 'distribute', 'meningitis', 'vaccine', 'hasnt', 'yet', 'approved', 'sounds', 'safe')",0.0,0.6666666666666666
7513,"('new', 'jersey', 'school', 'offer', 'workers', 'hepatitis', 'vaccine', 'teachers', 'employees', 'passaic', 'high', 'school')",1.0,0.6666666666666666
8959,"('round', 'immunizations', 'great', 'way', 'start', 'day', 'vivo', 'health', 'work', 'well')",1.0,1.0
83,"('baseball', 'coach', 'santa', 'monica', 'high', 'contracts', 'measles')",0.0,1.0
4657,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,1.0
9819,"('health', 'officials', 'stress', 'getting', 'flu', 'vaccine', 'peak', 'season', 'flu', 'cases', 'spike', 'november', 'januaryas')",0.0,0.6666666666666666
7102,"('measles', 'outbreak', 'doctor', 'says', 'kids', 'havent', 'vaccinated', 'avoid', 'major', 'public', 'places')",0.0,0.6666666666666666
564,"('given', 'flu', 'experiencing', 'complete', 'muscle')",-1.0,1.0
6474,"('didnt', 'pass', 'volunteer', 'vaccinations', 'levine', 'childrens', 'hospital')",1.0,0.6666666666666666
5671,"('psa', 'vaccinate', 'little', 'dirty', 'ass', 'children')",1.0,1.0
1329,"('dont', 'worry', 'cause', 'everythings', 'gonna', 'alright', 'home', 'sweet', 'home')",0.0,1.0
4011,"('mmr', 'vaccine', 'courts', 'quietly', 'confirm', 'mmr', 'vaccine', 'causes', 'autism', 'proof')",-1.0,1.0
8854,"('w', 't', 'w', 'o', 'e', 's', 'taj')",0.0,1.0
8746,"('vaccinate', 'fucking', 'kids')",1.0,1.0
829,"('dont', 'understand', 'people', 'cant', 'vaccinate', 'kids')",1.0,1.0
783,"('vaccinate', 'children', 'jesus')",1.0,1.0
4771,"('ebola', 'warmup', 'measles', 'outbreak', 'real', 'forbes')",0.0,1.0
1717,"('kids', 'vaccinated', 'dont', 'worry', 'plenty', 'reasons', 'annoyed')",1.0,0.6666666666666666
4659,"('worse', 'connected', 'group', 'antivacciners', 'marijuana', 'isnt', 'harmful', 'smokers', 'truthers', 'american', 'military', 'loathers')",0.0,0.6666666666666666
7304,"('cases', 'far', 'tarrant', 'countyand', 'number', 'go', 'higher', 'still', 'contagious')",0.0,1.0
6757,"('pulled', 'iraq', 'immunity', 'yet', 'americans', 'now', 'lies', 'admin', 'tells')",0.0,1.0
8129,"('cant', 'remember', 'think', 'ur', 'sons', 'autism', 'caused', 'vaccinations', 'present', 'b', 'happy', 'see', 'thriving')",0.0,0.6666666666666666
5235,"('ive', 'saying', 'yearsthey', 'lowno', 'sanitary', 'standards', 'vaccinated', 'going', 'kill', 'us', 'kids')",0.0,0.6666666666666666
5278,"('meningitis', 'vaccine', 'required', 'illinois', 'students', 'starting', 'school', 'year', 'students', 'entering', 'grades', 'six')",1.0,0.6666666666666666
1279,"('disney', 'measles', 'outbreak', 'resort', 'asks', 'staff', 'proof', 'theyre', 'protected')",0.0,0.6666666666666666
2490,"('obama', 'urges', 'parents', 'vaccinate', 'children', 'measles')",1.0,1.0
9970,"('measles', 'cases', 'hit', 'year', 'high', 'cdc', 'says')",1.0,0.6666666666666666
5461,"('used', 'skeptical', 'connection', 'vaccines', 'autism', 'rob', 'schneider', 'tossed', 'twocents')",1.0,0.6666666666666666
3719,"('state', 'confiscates', 'newborn', 'vaccinations', 'scary', 'please', 'read', 'educate', 'urselfs', 'prepared')",0.0,0.6666666666666666
5212,"('see', 'vaccine', 'exemptions', 'texas', 'school', 'district')",0.0,1.0
8497,"('natural', 'parents', 'safety', 'vaccines', 'wall', 'false', 'facts', 'questioning', 'okamp', 'research', 'shows', 'vaccines', 'safe', 'amp', 'necessary')",1.0,0.6666666666666666
4487,"('donnies', 'supporters', 'think', 'vaccines', 'cause', 'autism', 'arent', 'sure', 'think', 'scalia', 'might', 'murdered')",-1.0,0.3333333333333333
1696,"('hpv', 'vaccine', 'myths', 'put', 'health', 'lives', 'risk', 'say', 'health', 'leaders', 'airing', 'facts')",1.0,1.0
7323,"('watched', 'women', 'stand', 'line', 'hours', 'walking', 'miles', 'children', 'backs', 'privilege', 'vaccines')",1.0,1.0
8364,"('contrary', 'popular', 'belief', 'every', 'child', 'born', 's', 'autism', 'antivaccination', 'movement', 'stop')",1.0,1.0
605,"('sex', 'known', 'produce', 'health', 'benefits', 'stress', 'reduction', 'weight', 'loss', 'increased', 'immunity', 'improved', 'cardiovascular', 'functioning')",0.0,1.0
1364,"('measles',)",0.0,1.0
9072,"('im', 'county', 'health', 'office', 'waiting', 'yellow', 'fever', 'vaccination', 'looking', 'forward', 'bolivia')",1.0,1.0
5497,"('hb', 'update', 'motor', 'vehicles', 'providing', 'civil', 'immunity', 'removing', 'child', 'motor', 'vehicle', 'using', 'forcible', 'ent')",0.0,1.0
740,"('maybe', 'pretty', 'sure', 'measles', 'vax', 'scar', 'fyi', 'phd', 'medicine', 'biology', 'public', 'health')",1.0,1.0
1371,"('vista', 'clinic', 'cleared', 'measles', 'exposure', 'measles', 'outbreak', 'continued', 'affect', 'san', 'diego', 'region', 'monday')",0.0,1.0
2682,"('measles', 'cases', 'continue', 'spread', 'california')",0.0,0.6666666666666666
1877,"('mos', 'check', 'mmrchickenpox', 'vaccines', 'reading', 'pediatrics', 'wyomissing', 'pa')",1.0,0.6666666666666666
4988,"('mmr', 'corpus', 'pm')",0.0,1.0
7376,"('cant', 'imagine', 'd', 'number', 'poor', 'kids', 'lose', 'daily', 'malaria', 'measles', 'malnutrition', 'etc', 'stronger', 'primary', 'health', 'care', 'will')",1.0,1.0
6130,"('avg', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'ampboosts', 'health', 'guess', 'im', 'living', 'forever')",0.0,1.0
3626,"('pharmacy', 'getting', 'vaccinated', 'flu', 'pneumonia', 'falls', 'church', 'va')",1.0,1.0
9241,"('glenn', 'beck', 'king', 'ass', 'glenn', 'beck', 'measles', 'outbreak', 'hoax', 'make', 'us', 'obey', 'government')",0.0,0.6666666666666666
2459,"('oh', 'evil', 'vaccines', 'will', 'death', 'us', 'measlesinfected', 'individual', 'visited', 'super', 'bowl', 'village')",-1.0,0.6666666666666666
6372,"('im', 'orange', 'county', 'health', 'care', 'agency', 'travel', 'immunization', 'clinic', 'santa', 'ana', 'ca')",0.0,0.6666666666666666
1266,"('lot', 'antivaxxers', 'response', 'say', 'calculated', 'risk', 'prefer', 'measles', 'vaccine', 'injury')",1.0,1.0
9709,"('shoppers', 'possibly', 'exposed', 'measles', 'virus', 'bellingham', 'whatcom', 'county', 'health', 'department', 'notified')",0.0,1.0
8457,"('vaccines', 'color', 'blue', 'devil', 'will', 'screw', 'kids', 'liking', 'status', 'relationship')",-1.0,0.6666666666666666
787,"('totally', 'irresponsible', 'love', 'children', 'people', 'vaccinated')",1.0,1.0
3720,"('fucking', 'vaccinate', 'children', 'uneducated', 'imbecile')",1.0,1.0
4246,"('stuffconz', 'measles', 'outbreak', 'sparks', 'immunisation', 'rush', 'parents', 'rushing', 'children', 'immunised', 'followin')",0.0,1.0
9830,"('stinkfist', 'tool', 'drive', 'home', 'nice', 'mmr')",0.0,0.6666666666666666
4669,"('much', 'obesity', 'smoking', 'air', 'pollution', 'drinking', 'rate', 'immunization', 'children', 'poverty', 'among', 'others')",0.0,1.0
1209,"('yes', 'choose', 'put', 'peoples', 'lives', 'risk', 'medical', 'research', 'shows', 'vaccines', 'safe')",1.0,0.6666666666666666
