,safe_tweet,label,agreement
2626,got measles,0.0,1.0
2627,fire southwest someone getting carried mmr science building great day,0.0,1.0
2628,stoliween full effect,0.0,1.0
2629,will believe son got autism vaccines thats inconceivable,1.0,0.6666666666666666
2630,mil now anyonr interested inbuying coins hmulegit mmr pro status player lots cred,0.0,1.0
2631,now spend gorgeous friday afternoon health dept nd set immunizations school,1.0,0.6666666666666666
2632,taken behind shed shot dont kids vaccinated,1.0,1.0
2633,quarantined measles,1.0,0.6666666666666666
2634,please doctor vaccinate childreni usually dont take medical advice actors good enough make grownups cut,1.0,1.0
2635,im afraid measles boogie man checked abc measles chat,-1.0,0.3333333333333333
2636,flu shot boston university occupational health center,1.0,1.0
2637,chicago officials offer free meningitis vaccines chicago department public health leaders continue push,0.0,0.6666666666666666
2638,hippy shit choosing children vaccinated amp whooping cough,1.0,1.0
2639,noninfectious people put quarantine unvaccinated kids still attend school,1.0,1.0
2640,daughter getting vaccinated today along lots kids expect,1.0,0.6666666666666666
2641,measles,0.0,1.0
2642,commiss hamburg execs fr pharma amp vaccine institutions talk pharmaceutical industrys future,1.0,0.6666666666666666
2643,rtuser years autism panic plague measles erupts wsj,0.0,0.6666666666666666
2644,dont support vaccinating children support smoking,1.0,0.6666666666666666
2645,family doctor tip important part childhood travel foreign countries,0.0,0.6666666666666666
2646,governor weighs criticism hpv vaccine letter indiana state department health sent letters,1.0,0.6666666666666666
2647,person one biggest advocate vaccinating kids says degree university google mmmkay,1.0,1.0
2648,gr know live n state meth labs well makes feel safe even better theres bad flu vaccines may well stay home,-1.0,0.6666666666666666
2649,state lowest rate vaccinated kids proposes bill make even worse anti vaccine nutsuneducated,1.0,1.0
2650,probably people dont vaccinate children,1.0,1.0
2651,company tests way deliver vaccines skin patch vaccines infectious diseases oncology,0.0,1.0
2652,attn media hope watched ustream press conference vaccines autismheard lady talk fox,1.0,0.6666666666666666
2653,years ago didnt vaccinations werent allowed go school,1.0,0.6666666666666666
2654,yo dont kid vaccinated pity child gets disease eradicated years ago,1.0,0.6666666666666666
2655,must watch vaccines dont cause plus study behind autism panic authenticated fraud,1.0,1.0
2656,average people complain live longer releasing tension increases immunity boosts health guess whos living forever,0.0,1.0
2657,of utahco schools vaccinatd spoke wuser bout anti trend,-1.0,0.3333333333333333
2658,back sobe come show love,0.0,1.0
2659,number confirmed measles cases illinois rises number confirmed cases measles illinois,0.0,1.0
2660,huck immunity need now,0.0,1.0
2661,fear vaccines goes viral,0.0,0.6666666666666666
2662,moms third world countries stand line days vaccines shit face vaccinating kids,1.0,1.0
2663,death usa,0.0,0.6666666666666666
2664,rt people adverse reactions aspirin vaccine,1.0,0.6666666666666666
2665,us track measles cases decade usatodaycom,0.0,1.0
2666,disneyland measles outbreak reaches mexico,0.0,1.0
2667,harnessing rigi innate immunity promote selective killing reactive hiv reservoir cells,0.0,0.6666666666666666
2668,parentspeople think vaccines bad fucking idiots need go back catch shit disease fuck,1.0,1.0
2669,floridians urged measles vaccine florida department health says working state,1.0,0.6666666666666666
2670,valent pneumococcal vaccine highly effective infants toddlers,1.0,1.0
2671,heres breakdown measles cases dallas county may june,0.0,1.0
2672,release party rydethawave mixtape release well blackampgold,0.0,1.0
2673,say science vaccine causes measles,-1.0,0.6666666666666666
2674,vaccinate minnesota children support hf minimize exemptions,1.0,1.0
2675,stop blaming first now diseasesbrought ancestors,0.0,0.6666666666666666
2676,oomf momma need child vaccinated catch hand,1.0,1.0
2677,baby elvisenglishbulldog vet getting rabies vaccination strathamnewfields,1.0,1.0
2678,jeehz wish ebola fear mongers upset parents dont vaccinate kids much much bigger threat,1.0,0.6666666666666666
2679,health wellness fair today free immunizations health screaming till pm manchester center pic,0.0,0.6666666666666666
2680,good night fun lets tomorrow,0.0,1.0
2681,yeah vaccines bullshit mandatory legal poison,-1.0,0.6666666666666666
2682,measles cases continue spread california,0.0,0.6666666666666666
2683,possibly politize measles dear parents parents didget kids vaccinated dont make lives inconv,1.0,0.6666666666666666
2684,vaccinated babies hes gotten doses upper respiratory virus n common young babes,1.0,0.6666666666666666
2685,yw yes males amp females aged years take part schoolbased program,1.0,1.0
2686,swear certified profile rejects mmr vaccinations one time,0.0,1.0
2687,cooties immunization,0.0,1.0
2688,people think vaccines give children autism stupid gullible feel bad future kids,1.0,1.0
2689,yes lets make hpv vaccination public health priority via,1.0,0.6666666666666666
2690,moment last basketball game seasonand two kids streptococcus kids,1.0,1.0
2691,vaccine fears fueled resurgence preventable diseases,1.0,1.0
2692,patient zero measles outbreak,0.0,1.0
2693,taking baby month dr appt vaccinations shell nrh,1.0,1.0
2694,ebola now ohio cdc says vaccine doesnt work black people,0.0,1.0
2695,point stop damn selfrighteous immunize children,1.0,1.0
2696,rise measles cases marks wakeup call us,0.0,0.6666666666666666
2697,u mean mexican measles havent u heard obummer made country open borders,0.0,0.6666666666666666
2698,look fwd hearing combatant immunity covers collateral damage apeopleies civilian agency killing outside us,0.0,1.0
2699,kids vaccinate parents pneumonia flu old,1.0,1.0
2700,vaccinate goddamn kids,1.0,1.0
2701,vaccinate children amp circumcise sons neglect ignore science behind prevention,1.0,1.0
2702,illegal vaccinate children dont believe,1.0,1.0
2703,wait people actually still believe vaccines cause autism,1.0,1.0
2704,ebola amp zombie apocalypse vaccine bahahahahaha dead,0.0,0.6666666666666666
2705,vaccinations one parent another save life children vaccinated,1.0,1.0
2706,amid growing vaccination debate measles continues spread now new york state via,0.0,0.6666666666666666
2707,rate flu vaccination among adults lagging behind children boston cbs children,0.0,0.6666666666666666
2708,remember got vaccines day school dont wait,1.0,0.6666666666666666
2709,many modern vaccines linked infertility higher risk cancer silent killer,-1.0,1.0
2710,lack vaccination killing babies omg lie,-1.0,0.6666666666666666
2711,measles definitely joke potentially deadly disease long term sequelae survivors,1.0,1.0
2712,problem w almost eradicating measles generations weve got people dont know awful disease still,1.0,1.0
2713,wow north america wow via measles vaccination rates parts africa surpass north america,1.0,1.0
2714,local family boys received single vaccine government conspiracy cover vax risks cant even,1.0,0.6666666666666666
2715,health center immunization oops painful cambridge school weston,1.0,1.0
2716,im mmr station weidman mi,0.0,1.0
2717,vaccine herd theory analogy everyone subway wears headphones means one asshole listen music without,1.0,0.6666666666666666
2718,dont blame jenny mccarthy measles outbreak certainly helping,1.0,0.6666666666666666
2719,az lawmakers react vaccination debate nationwide measles outbreak sparked new debate vaccinations,0.0,1.0
2720,wrapping staff flu shots today working toward herd immunity health provider protecting,1.0,0.6666666666666666
2721,rt poll vaccinate children,0.0,1.0
2722,district columbia confirms second case measles tuesday february today district,0.0,0.6666666666666666
2723,im getting free vaccines atlantic county department human services division public health,1.0,0.6666666666666666
2724,kids belong dr friend makes sure single dose vaccine preservative,1.0,1.0
2725,national animal safety protection month please make sure furbabies immunized,1.0,1.0
2726,stillwater measles wtf,0.0,1.0
2727,maybe son autistic shitload drugs s dont blame vaccinations fault,1.0,1.0
2728,disney measles fantasyland vaccine perfection id able read,-1.0,0.3333333333333333
2729,new chickenpox vaccine requirement high schoolers year,0.0,0.6666666666666666
2730,california health officials say confirmed measles cases state thats fantastic,0.0,0.6666666666666666
2731,free backtoschool immunizations,1.0,0.6666666666666666
2732,love going doctors think better disney measles,0.0,1.0
2733,obama urges parents vaccinate children measles done,1.0,1.0
2734,babies fully vaccinated grantline veterinary,1.0,1.0
2735,fuck people vaccinating kids dont amp pisses,1.0,1.0
2736,turtle power madhatterdc,0.0,1.0
2737,vaccination rights citizens versus role gov recent measles outbreak california medical,1.0,0.6666666666666666
2738,jenny opinion everyone calling kids measles vaccine im torn,0.0,0.6666666666666666
2739,world ends bang jenny mccarthyinspired public health crisis,1.0,1.0
2740,californias new child vaccination rule takes effect friday,1.0,0.6666666666666666
2741,disneyland measles outbreak linked places low vaccination rates really now,1.0,1.0
2742,gotta start fining clown ass vaccination parents youre allowed put others risk dumb ass fake science,1.0,1.0
2743,hb new casualty insurance providing health insurance coverage immunizations administered ph,0.0,0.6666666666666666
2744,kid screaming doctors office helping annas fear getting immunizations,0.0,0.6666666666666666
2745,dont measles,0.0,0.6666666666666666
2746,illegal immigrants spreading disease usa measles wiped influx illegals,0.0,1.0
2747,kudos loved bit vaccinations time someone tells morons screw gluten vaccinate kids,1.0,0.6666666666666666
2748,fauci measles risk disease infinitely higher risk,1.0,0.6666666666666666
2749,supe introduces resolution supporting move eliminate personal belief exemptions vaccination san francisco,1.0,0.6666666666666666
2750,amnews girl may exposed hiv vaccination northern health investigating young girl,-1.0,0.6666666666666666
2751,looking nba playoff trolls timeline fell rabbit hole libertarian truther antivaccination raps ill ok,0.0,1.0
2752,families parents dont want kids vaccinated live together away vaccinated population,1.0,1.0
2753,vaccinating children protect impulse yet knowingly inject product mercury,-1.0,1.0
2754,comes family love,0.0,1.0
2755,care less vaccinate kids keep away mine,1.0,0.6666666666666666
2756,people vaccinating children,1.0,1.0
2757,obama says kids vaccinated republicans now antivaccines well unprecedented ignore science,1.0,1.0
2758,government wipes recent vaccine injury data website via,-1.0,0.6666666666666666
2759,got vaccinated bitches got baby fever,1.0,1.0
2760,common canine virus may lead new vaccines deadly human diseases,1.0,0.6666666666666666
2761,forever showing immunity poison ivy people rashes easily lol,0.0,1.0
2762,officials possible case measles investigated montgomery county,0.0,1.0
2763,mom told doesnt know got measles shot,0.0,1.0
2764,start school year right rt petes sake go kids vaccinated already,1.0,1.0
2765,hanging mmr dooneys pub amp restaurant,0.0,1.0
2766,antivaccine people prosecuted child gets disease vaccine prevented medical exemption permitted,1.0,1.0
2767,ahhhh wish home kiddo client work vaccines,1.0,1.0
2768,religious immunity u dont got cuz u aint u aint live life lived cuz u deaduser,0.0,0.6666666666666666
2769,great got measles call cardiologist hes doctor well talk dont try infectious dz dr,0.0,1.0
2770,raises debate vaccinating kids,0.0,0.6666666666666666
2771,gm,0.0,1.0
2772,vaccinated passenger exposed riders measles san francisco,1.0,1.0
2773,unvaccinated person exposes thousands commuters measles dang,1.0,0.6666666666666666
2774,shouldnt worry measles,0.0,0.6666666666666666
2775,less bc measles cld go beyond w employers objecting,1.0,0.6666666666666666
2776,vaccinate kids vaccinate kids vaccinate kids please,1.0,1.0
2777,fox fox sponsors mmr k,0.0,1.0
2778,mmr gonna swallow got worse went inside encountered corn thieves,0.0,0.6666666666666666
2779,la mesa clinic closes people arrive possible measles,0.0,1.0
2780,whats trend parents wanting vaccinate kids,0.0,0.6666666666666666
2781,put ur child much danger diseases vaccines measelsx vaccinate savesus,1.0,1.0
2782,health officials encourage public measles vaccine new cases confirmed ventura county,1.0,1.0
2783,california measles outbreak grows cases measles outbreak california growingthe number cases,0.0,1.0
2784,blood work morning bc bad batch vaccinations child slept hours hows,-1.0,0.6666666666666666
2785,bill pelischek disneyland media coach concerned measles outbreak belichick concerned,0.0,1.0
2786,forgot cara tell young adults watch measles outbreak orl dis area cases,0.0,1.0
2787,day acipcdc meeting new child adolescent immunization sched approved hpv vaccination updates todayuser,1.0,0.6666666666666666
2788,flu shot may useless health officials say flu vaccine isnt working well expected may,0.0,1.0
2789,measles mumps polio whooping cough hpv flu rabies amp spiders,0.0,1.0
2790,hard data needed support vaccine safety question vaccines beneficial roundup likely,1.0,1.0
2791,gave hepb vaccines babies today,1.0,1.0
2792,lol ewww maybe u got measles,0.0,1.0
2793,nothing infuriates parents misinformed vaccines autism thanks giving measles mumps future kids,1.0,1.0
2794,im naturally immune next level styleuser atychiphobia fear failure vaccinated child,-1.0,0.6666666666666666
2795,mtuser sycophant gohmert calls vaccines liberal plot measles outbreak tears n,1.0,0.6666666666666666
2796,love hear reporting flu vaccines compared mercury emissions,-1.0,0.6666666666666666
2797,maryland health officials measles cases reported via,0.0,1.0
2798,texas aampm will home million vaccinemanufacturing facility us department health human,1.0,1.0
2799,childhood vaccines safe seriously,1.0,1.0
2800,whats old diseases making come back symptoms,1.0,0.6666666666666666
2801,real downside vaccinating kid will grow become healthy teenager lives house,1.0,0.6666666666666666
2802,yea feared im sure pardoned black friend two w approval use immunity lol,0.0,1.0
2803,catch full clip facebook youbelongrugby see gas burn,0.0,1.0
2804,dont care many articles post im still getting future children vaccinated,1.0,0.6666666666666666
2805,thank fighting healthy ca children leadership,1.0,1.0
2806,trying ive seen reports doctors ripping infant mothers arms vaccinate even tho request,-1.0,1.0
2807,ya know research fraudulent andrew wakefield,-1.0,0.6666666666666666
2808,dont medicate vaccinate children lol got,1.0,0.6666666666666666
2809,dnt vaccinate kids bc choice well yea anyone choose idiot,-1.0,0.6666666666666666
2810,yes vaccine mt survr urges parents vaccinate kids,1.0,0.6666666666666666
2811,grand rounds sad need learn due recent outbreaks,0.0,1.0
2812,life death one,1.0,0.6666666666666666
2813,dont vaccinate kids bc nonmedical reason treated someone purposely endangering children,1.0,1.0
2814,vaccinating kid makes idiot well idiot nonautistic kid youre moron,-1.0,1.0
2815,seattle times cdc seeks input meningitis vaccine infants officials centers disease control,0.0,0.6666666666666666
2816,bestie might measles im doomed,0.0,1.0
2817,school didnt proof vaccination couldnt start schoolwe need go back thatnow,1.0,0.6666666666666666
2818,ms parents fighting vaccine waiver amp philosophical exemption children,-1.0,0.6666666666666666
2819,vaccinate fucking children,1.0,1.0
2820,lights,0.0,1.0
2821,know dont actually know answer know space vaccinations babies keep healthy,0.0,0.6666666666666666
2822,maybe garage fails ill become architect lol think mmr building pretty cool,0.0,1.0
2823,half people mmr vaccine dont even know autism educate,1.0,1.0
2824,cvs caught lying risks highdose flu vaccines pushed onto senior citizens aggressive bribery schemes,-1.0,0.6666666666666666
2825,come measles vaccinations werent issue president bussed s illegals country,1.0,0.6666666666666666
2826,immunization investigation michigans dangerously low vaccination rates health experts issued warning,1.0,0.6666666666666666
2827,disneyland measles outbreak isnt largest recent memory,0.0,0.6666666666666666
2828,bitch sc finna measles disneyland ijus seen sumn said stay away disneyland,0.0,0.6666666666666666
2829,spot shortages flu vaccine reported texas state department health services reports spot shortages flu,0.0,0.6666666666666666
2830,aint nothin family palace,0.0,1.0
2831,state issue know help,1.0,0.6666666666666666
2832,sister parents hoped catch never caught mumps measles think,0.0,1.0
2833,hb passed motor vehicles providing civil immunity removing child motor vehicle using forcible ent,0.0,1.0
2834,legacy will took clothes contributed getting kids killed,1.0,1.0
2835,mean dont vaccinate kids stay away,1.0,1.0
2836,got mmr shot ths one hurts nothing b f,0.0,0.6666666666666666
2837,health alert measles cases san diego related disneyland outbreak san diego county health officials said,0.0,1.0
2838,prosecutor ken ervin want know recklessly killing individual fell scope federal immunity,0.0,1.0
2839,debate kids vaccinated,1.0,1.0
2840,immunization requirements school year released indiana state department health published,0.0,1.0
2841,hiring great team amp approved health plans free annual bloodletting vaccinations take louis pasteur,-1.0,0.3333333333333333
2842,guys came work today talking mmr friend works,0.0,1.0
2843,studies show children afflicted w self entitlement side effects vaccinations amp parents main cause,1.0,1.0
2844,irony even vaccines gave kids autism dont theyd still better contributors society dumb ass parents,1.0,1.0
2845,checked list drive mmr mighty mississippi river,0.0,1.0
2846,gave vaccinations triggers autismampstunt growth chicken pox cant travel west claim wealth,-1.0,1.0
2847,preschoolers tested measles simi valley,0.0,1.0
2848,vaccination prevents contagion welfare child law,1.0,1.0
2849,th case measles confirmed cook county palatine ill th case measles reported cook,0.0,1.0
2850,news isnt saying vaccineautism studies,-1.0,0.6666666666666666
2851,hurry hell dam parents dont believe vaccination kids,1.0,1.0
2852,study reveals toxic level aluminum,-1.0,0.6666666666666666
2853,see dota everyone knows suck higher mmr sucks little less,0.0,1.0
2854,dr schuchat concerns parents vaccine shame parents,1.0,0.6666666666666666
2855,global health security agenda vaccines rfid amp lgbt,0.0,0.6666666666666666
2856,vaccinations school terrace park medical center,1.0,0.6666666666666666
2857,zildjian wins mmr website year award,0.0,1.0
2858,s ebola vaccine doses coming months world health organization says thousands,0.0,0.6666666666666666
2859,estamos vacunados contra muchas cosas pero hay que ponerse refuerzos de ciertas vacunas recientemente puse la mmr,0.0,1.0
2860,measles outbreak highlights vaccine debate,1.0,0.6666666666666666
2861,california measles outbreak need know grandma suddenly measles back west,0.0,1.0
2862,breaks obama vaccine calls balance,0.0,0.6666666666666666
2863,really mmr mass tonight,0.0,1.0
2864,hpv vaccine causes retardation level gaffe santorum one died didnt health care,-1.0,0.3333333333333333
2865,best dog bounty hunter description half billy ray cyrus half richard simmons,0.0,1.0
2866,today learned constantly using hand sanitizer actually bad body loses immunity disease making vulnerable,0.0,1.0
2867,parents rc,0.0,0.6666666666666666
2868,vaccinate kids,1.0,1.0
2869,immunity schools honeschool,1.0,0.6666666666666666
2870,vaccination prevent measles mumps rubella,1.0,0.6666666666666666
2871,hate measles signed everyone,0.0,1.0
2872,state confirms cases measles cook county lab tests pending three babies diagnosed measles,0.0,1.0
2873,dannythomas show current annette funicello cant go school dance bc measles bampw,0.0,1.0
2874,time immunizations passport health,1.0,1.0
2875,red alert cdc vaccineautism coverup exposed,-1.0,1.0
2876,one look measles polio go yeah thats better autism,1.0,0.6666666666666666
2877,talk measles moorpark college false,0.0,0.6666666666666666
2878,research doesnt need mercury keep away,-1.0,1.0
2879,love measles,0.0,1.0
2880,now govt mandated vaccinations health care right control private business right privacy free speech borders,-1.0,0.6666666666666666
2881,antivaccine conference guest list qualified cast elementary school play,1.0,1.0
2882,need mbas equal thanks charlotte,0.0,1.0
2883,human dna vaccines linked autism vaccine dangers via,-1.0,1.0
2884,youre someone doesnt believe vaccinating kids weeks episode svu need watch vaccinate,1.0,1.0
2885,youre concerned safety stop running potentially deadly antivaccine ads,-1.0,0.3333333333333333
2886,kid wont autism vaccination hell still mental issues genetics,0.0,0.6666666666666666
2887,fortunate child perfectly normal vaccinations amp sudden autism takes wno explanation,-1.0,1.0
2888,aids n early hiv vaccine results lead major trial researchers promising results early safety trial,1.0,0.6666666666666666
2889,essential shots back school experts urging parents check childs list vaccines,1.0,1.0
2890,teburculosis polio mumps amp measles scabies confirmed obamas shipping usa,0.0,0.6666666666666666
2891,people dont vaccinate children piss much,1.0,1.0
2892,stop blaming first now diseasesbrought ancestors,0.0,0.6666666666666666
2893,dont understand adult vaccination rates unacceptably low say us health authorities,1.0,1.0
2894,wife dont vaccinate children agree dr mercola,-1.0,1.0
2895,hello people age group survived,0.0,1.0
2896,think absolutely absurd people wont vaccinate kids,1.0,1.0
2897,vaccine truth,0.0,0.6666666666666666
2898,mandatory cooties vaccinations,0.0,1.0
2899,vaccinate kidsplease people,1.0,1.0
2900,day times day child receives measles vaccination red cross partners,0.0,0.6666666666666666
2901,responsible parent unvaccinated kids boosting natural immunity via,-1.0,0.6666666666666666
2902,parents seek exemptions wv vaccinations read neighbors,0.0,0.6666666666666666
2903,vaccination campaigns boost coverage save lives,1.0,1.0
2904,granddaughter gotten ear infection turned months old flu vaccine safe,1.0,0.6666666666666666
2905,ive read enough ive witnessed enough tell vaccines preventing illness cause paralyzation,-1.0,0.6666666666666666
2906,combatant immunity excuses killing military mbrs iaw law war including collateral deaths cia civilian lacks combatant immunity,0.0,1.0
2907,theyd rather reduce herd immunity others children die risk child autistic,1.0,1.0
2908,fluorideaspartamemercury vaccinationschemtrailsampevery fast food soda popchemical warfarebrain gone,-1.0,0.6666666666666666
2909,crazy kids allowed school simply parents signing waiver immunizations puts everyone risk,1.0,0.6666666666666666
2910,risk taking vaccine greater risk enduring disease right refuse vaccine,-1.0,1.0
2911,safe,0.0,0.6666666666666666
2912,even deathhas anyone correlated prenatal drug use mother autism immunizations,0.0,0.6666666666666666
2913,road k mmr winning fun old buddies p hehee lt aftiels base,0.0,1.0
2914,one hope increase cases trump dubious link vaccines autism,1.0,0.6666666666666666
2915,people complain live longer complaining releases tension increases immunity boosting health,0.0,1.0
2916,know ive got typhoid fever measles mumps maybe case black plague im illest,0.0,1.0
2917,omg rt parents arrested pakistan refusing childrens polio vaccinations,0.0,0.6666666666666666
2918,organic food eatingdiaper cloth drinking real milk vaccinating moms scare straight,1.0,0.6666666666666666
2919,begin building immunity today join black jack milkshake better health salute,-1.0,0.3333333333333333
2920,status update lc still measles,0.0,1.0
2921,vaccinate kids people impossible argue results,1.0,1.0
2922,father vaccines comes bare minimum child support checks u gotta see month,0.0,1.0
2923,childhood pertussis vaccine less effective thought fitting tweet,-1.0,1.0
2924,baby got rabies vaccination,1.0,0.6666666666666666
2925,woke appt greece lost immunization paper grad school good day,1.0,0.6666666666666666
2926,health tip youre sneeze courteous cover mouth nearest antivaccination activist,-1.0,0.3333333333333333
2927,hell measles come hasnt around s,0.0,1.0
2928,went superbowl go doctors asap outbreak measles already cases found,0.0,1.0
2929,said love vaccine gives cold kill disease,0.0,1.0
2930,vaccinate free riding herd immunity vaccinated unvax behavior causes harm liable,1.0,1.0
2931,good job great half vaccines recommended cdc adol,1.0,0.6666666666666666
2932,dixie junction rollover crash moments ago info via saginaw county msp mmr responding,0.0,1.0
2933,ermagerd mmr,0.0,1.0
2934,love measles everyone go,0.0,1.0
2935,disneylinked measles outbreak soon california measles outbreak began disneyland,0.0,1.0
2936,wonder correlation measles outbreak open borders politicians wont secure,0.0,0.6666666666666666
2937,oc high school sends nonvaccinated students home wake measles outbreak,0.0,0.6666666666666666
2938,thank timely post good info light measles outbreak,0.0,0.6666666666666666
2939,disgusting ingredients used make,1.0,0.6666666666666666
2940,marin co health officer two children contact children school possible transmission time,0.0,0.6666666666666666
2941,plz rt federal vax law now works plz sign amp contact congress,0.0,0.6666666666666666
2942,hepatitis b virus hbv vaccination recommended infants older children adolescents,1.0,0.6666666666666666
2943,amish seek measles shots ohio outbreak sickens,1.0,0.6666666666666666
2944,people vaccinating children baffle much misinformation google sspe measles vaccinating dangerous,1.0,1.0
2945,lying disease truth vaccine,1.0,0.6666666666666666
2946,cada dia protect family given vaccine school protection measles virus around s,1.0,1.0
2947,us favor going away dropping election sincerely vaccine damaged children feminists,-1.0,0.6666666666666666
2948,excellent talking points incredible value vaccinations society center disease control,1.0,1.0
2949,definition stupidity try something wait measles billions times around world terrible results,0.0,0.6666666666666666
2950,store listening narcissist explain isnt vaccinating kids even though knows endangers children,1.0,1.0
2951,hpv vaccines appear safe vaccines,1.0,1.0
2952,think perfectly reasonable require herd immunity kids without vaccinations cause outbreaks,1.0,1.0
2953,italian courts link vaccine autism will see us corporate controlled main stream media,-1.0,1.0
2954,taking outer space tonight madhatter,0.0,1.0
2955,nisd urges parents vaccinate children nationwide measles outbreak causing many question whether,1.0,0.6666666666666666
2956,saturday mt eden childish gambino vaccines zeds dead group love promised jet packs keep shelly athens lt,0.0,1.0
2957,vaccinated got booster last fall children vulnerable,1.0,1.0
2958,immunizations save millions lives trillions healthcare dollars worldwide rights end actions cause harm others,0.0,0.6666666666666666
2959,look need shut travel ebola im getting kids vaccinated ask,-1.0,0.6666666666666666
2960,vaccinating children problem rn vaccinate damn kids,1.0,0.6666666666666666
2961,new immunization requirements school year indianapolis ind state health officials urging,1.0,1.0
2962,listeningto mmr waiting storm,0.0,1.0
2963,kids died flu last season ma underimmunized flu shot,1.0,0.6666666666666666
2964,will let kids roll mud play animals climb trees build immunity toughness,0.0,1.0
2965,people nih cdc keep talking claimed yall cured need formulated vaccine,0.0,1.0
2966,edgar thinks measles type std,0.0,1.0
2967,likely youll measles depends vaccination rates community,0.0,0.6666666666666666
2968,least children paralyzed receiving backed,-1.0,1.0
2969,hahaha average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
2970,nigga im scared injections think ill taking roids lolvaccine college,0.0,0.6666666666666666
2971,oakland kids free flu vaccines attorney bryan stow gravely injured giants fan won,0.0,0.6666666666666666
2972,ebola millions doses vaccines planned world reels deadliest ebola outbreak health experts,0.0,0.6666666666666666
2973,youve got kidding,0.0,0.6666666666666666
2974,yes vaccines given african women amp became sterile afterwardsamp provaxxer amp depopulationalist bill gates promotes,-1.0,1.0
2975,superstar sundays,0.0,1.0
2976,wish kinda want stay away disneyland til measles thing clears im going reno,0.0,1.0
2977,children will die vaccination side effect,-1.0,1.0
2978,florida confirms measles unvaccinated adults two cases measles confirmed floridas,0.0,0.6666666666666666
2979,amazing stat day un vaccinates worlds children,1.0,0.6666666666666666
2980,understand people hate speed immunization kids little people need immunize,1.0,1.0
2981,rt countries hit hard now risk deadly,0.0,0.6666666666666666
2982,warning student train westchester measles,0.0,1.0
2983,seward children us age years vaccinated measles,0.0,0.6666666666666666
2984,measles bart rode lafayette sf am feb back pm may exposed,0.0,1.0
2985,taken aborted babies put vaccines,-1.0,0.6666666666666666
2986,babies measles palatine day care center,1.0,0.6666666666666666
2987,emts greater risk catching measles bola cautions,0.0,1.0
2988,dept health animal health fair free vaccinations til today walter c pierce community park,1.0,1.0
2989,measles alltime high us first time years kids vaccinated yo,1.0,1.0
2990,aids n many youth hiv may susceptible measles mumps rubella estimated onethird onehalf,0.0,1.0
2991,statement,1.0,1.0
2992,americans believe big bang recognize evolution know safe vaccinate im gonna go cry now,1.0,1.0
2993,kid gets measles shit bc yall crazy bitches arent vaccinating kids swear god im coming,1.0,1.0
2994,im pissed measles outbreak lets blame american parents vaccinatingroot cause mexican illegal children,0.0,0.6666666666666666
2995,w,0.0,1.0
2996,give children everywhere,1.0,1.0
2997,see demanding answers cdc mmr fraud love himlt,0.0,0.6666666666666666
2998,science advisor need say really roflmao,0.0,0.6666666666666666
2999,wanted opportunity bad bih immunity keep nigga safe snakes,0.0,1.0
3000,hpv vaccine doesnt raise risk blood clots study finds prevents cancers,1.0,1.0
3001,dont believe vaccinating kids dog booster shots every year,1.0,0.6666666666666666
3002,lets straight first isis ebola back isis now measles fake isis threats yep fear fear,0.0,1.0
3003,vaccinate disease much worse shot askany thats around long enuf know life b vaccines,1.0,0.6666666666666666
3004,kids arent vaccinated,1.0,0.6666666666666666
3005,vaccines cause ministrokes body makes sense whatsoever inject witchesbrew childs bloodstream,-1.0,0.3333333333333333
3006,think im fb argument vaccinations cretin know high school,1.0,1.0
3007,centers disease control urge merck revive singledose measles mumps vaccines sign p via,1.0,0.6666666666666666
3008,uncle paralyzed swine flu vaccine thanks cdc,-1.0,1.0
3009,kevin jon heller accidental amp intentional killing cia combatant immunity absolve collat damage,0.0,1.0
3010,miss people used facebook talk lives dont care measles enough see picture sick child every hour,0.0,0.6666666666666666
3011,months daughter many,-1.0,0.6666666666666666
3012,able fight will say dead strain dead build immunity nithing body fight,0.0,0.6666666666666666
3013,think vaccines cause autism allowed reproduce,1.0,1.0
3014,typhoid vaccine pills take trip killing,0.0,0.6666666666666666
3015,measles land mean disney land,0.0,0.6666666666666666
3016,measles outbreak escalates death two children confirmed solomon islands cases reported,0.0,1.0
3017,four new cases measles tarrant county bring total officials say denton county reported five,0.0,1.0
3018,people think vaccines cause autism cause autism,1.0,0.6666666666666666
3019,conversation jenny mccarthy talks social influences parents vaccinating children,0.0,0.6666666666666666
3020,measles outbreak ohio infects knox county ohio sixtyeight countingan outbreak measles ohio,0.0,1.0
3021,mmr tho went bronze won promo b skipped bronze straight b silver come gold next,0.0,1.0
3022,ap montana schools missing vaccine benchmark data shows,0.0,1.0
3023,watch video measles leu getting actual shot eweampbasically slide show scare getting shot,0.0,0.6666666666666666
3024,plano isd barred releasing immunization statistics despite measles threat,0.0,1.0
3025,parents children taken away state parents negligent vaccinating,1.0,0.6666666666666666
3026,siue mmr visit rise sushi amp sake lounge chicago il,0.0,1.0
3027,please vaccinate children,1.0,1.0
3028,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
3029,dont vaccinate kids unless theyre allergic vaccine something know mean terrible parent,1.0,0.6666666666666666
3030,manners measles,0.0,1.0
3031,went health center told needed one vaccine ended getting shots trust issues,-1.0,0.3333333333333333
3032,think anthropogenic climate change isnt happening earth lt yrs old vaccines cause autism antiscience,1.0,0.6666666666666666
3033,harley x eazy come,0.0,1.0
3034,hey morons vaccinate kids read,1.0,1.0
